--- Transient rewards (transition) ---
t Pool Ph1 Ph2 Ph3 Ph4 If(Pool==0,1,0) Ph1+Ph2+Ph3+Ph4 
0,0 6,00000 0,00000 0,00000 1,00000 1,00000 0,00000 2,00000 
5,2 8,25455 0,30178 0,32707 1,35237 1,37766 0,00000 3,35887 
5,3 8,26901 0,30371 0,32917 1,35462 1,38008 0,00000 3,36759 
5,4 8,28269 0,30554 0,33115 1,35676 1,38237 0,00000 3,37583 
5,5 8,29564 0,30728 0,33303 1,35879 1,38454 0,00000 3,38364 
5,6 8,30787 0,30891 0,33481 1,36070 1,38659 0,00000 3,39101 
5,7 8,31943 0,31046 0,33648 1,36251 1,38853 0,00000 3,39798 
5,8 8,33035 0,31192 0,33807 1,36421 1,39036 0,00000 3,40456 
5,9 8,34065 0,31330 0,33956 1,36582 1,39208 0,00000 3,41077 
6,0 8,35037 0,31460 0,34097 1,36734 1,39371 0,00000 3,41662 
6,1 8,35953 0,31583 0,34230 1,36877 1,39524 0,00000 3,42215 
6,2 8,36816 0,31698 0,34355 1,37012 1,39669 0,00000 3,42735 
6,3 8,37629 0,31807 0,34473 1,37139 1,39805 0,00000 3,43225 
6,4 8,38394 0,31910 0,34584 1,37259 1,39933 0,00000 3,43686 
6,5 8,39114 0,32006 0,34689 1,37371 1,40054 0,00000 3,44120 
6,6 8,39790 0,32097 0,34787 1,37477 1,40167 0,00000 3,44528 
6,7 8,40427 0,32182 0,34879 1,37576 1,40274 0,00000 3,44911 
6,8 8,41024 0,32262 0,34966 1,37670 1,40374 0,00000 3,45271 
6,9 8,41585 0,32337 0,35047 1,37757 1,40468 0,00000 3,45609 
7,0 8,42112 0,32407 0,35124 1,37840 1,40556 0,00000 3,45927 
7,1 8,42606 0,32473 0,35195 1,37917 1,40639 0,00000 3,46225 
7,2 8,43070 0,32535 0,35263 1,37989 1,40717 0,00000 3,46504 
7,3 8,43504 0,32594 0,35326 1,38057 1,40789 0,00000 3,46766 
7,4 8,43911 0,32648 0,35385 1,38121 1,40857 0,00000 3,47011 
7,5 8,44293 0,32699 0,35440 1,38181 1,40921 0,00000 3,47241 
7,6 8,44650 0,32747 0,35492 1,38236 1,40981 0,00000 3,47456 
7,7 8,44984 0,32792 0,35540 1,38289 1,41037 0,00000 3,47658 
7,8 8,45297 0,32834 0,35586 1,38338 1,41090 0,00000 3,47846 
7,9 8,45589 0,32873 0,35628 1,38383 1,41139 0,00000 3,48023 
8,0 8,45863 0,32909 0,35668 1,38426 1,41184 0,00000 3,48188 
8,1 8,46119 0,32944 0,35705 1,38466 1,41227 0,00000 3,48342 
8,2 8,46358 0,32976 0,35740 1,38503 1,41267 0,00000 3,48486 
8,3 8,46581 0,33005 0,35772 1,38538 1,41305 0,00000 3,48620 
8,4 8,46789 0,33033 0,35802 1,38571 1,41340 0,00000 3,48746 
8,5 8,46984 0,33059 0,35830 1,38601 1,41372 0,00000 3,48863 
8,6 8,47165 0,33084 0,35857 1,38630 1,41403 0,00000 3,48972 
8,7 8,47335 0,33106 0,35881 1,38656 1,41431 0,00000 3,49075 
8,8 8,47492 0,33127 0,35904 1,38681 1,41457 0,00000 3,49170 
8,9 8,47640 0,33147 0,35925 1,38704 1,41482 0,00000 3,49258 
9,0 8,47777 0,33166 0,35945 1,38725 1,41505 0,00000 3,49341 
9,1 8,47905 0,33183 0,35964 1,38745 1,41526 0,00000 3,49418 
9,2 8,48024 0,33199 0,35981 1,38764 1,41546 0,00000 3,49490 
9,3 8,48135 0,33213 0,35997 1,38781 1,41565 0,00000 3,49557 
9,4 8,48238 0,33227 0,36012 1,38797 1,41582 0,00000 3,49619 
9,5 8,48334 0,33240 0,36026 1,38812 1,41598 0,00000 3,49677 
9,6 8,48424 0,33252 0,36039 1,38826 1,41613 0,00000 3,49731 
9,7 8,48507 0,33263 0,36051 1,38839 1,41627 0,00000 3,49781 
9,8 8,48584 0,33274 0,36063 1,38851 1,41640 0,00000 3,49828 
9,9 8,48656 0,33283 0,36073 1,38863 1,41652 0,00000 3,49871 
10,0 8,48723 0,33292 0,36083 1,38873 1,41664 0,00000 3,49911 
10,1 8,48785 0,33301 0,36092 1,38883 1,41674 0,00000 3,49949 
10,2 8,48843 0,33308 0,36100 1,38892 1,41684 0,00000 3,49984 
10,3 8,48897 0,33315 0,36108 1,38900 1,41693 0,00000 3,50016 
10,4 8,48947 0,33322 0,36115 1,38908 1,41701 0,00000 3,50046 
10,5 8,48993 0,33328 0,36122 1,38915 1,41709 0,00000 3,50074 
10,6 8,49036 0,33334 0,36128 1,38922 1,41716 0,00000 3,50100 
10,7 8,49076 0,33339 0,36134 1,38928 1,41723 0,00000 3,50124 
10,8 8,49113 0,33344 0,36139 1,38934 1,41729 0,00000 3,50146 
10,9 8,49147 0,33349 0,36144 1,38939 1,41735 0,00000 3,50167 
11,0 8,49179 0,33353 0,36149 1,38944 1,41740 0,00000 3,50186 
11,1 8,49209 0,33357 0,36153 1,38949 1,41745 0,00000 3,50204 
11,2 8,49236 0,33361 0,36157 1,38953 1,41749 0,00000 3,50220 
11,3 8,49261 0,33364 0,36161 1,38957 1,41754 0,00000 3,50236 
11,4 8,49285 0,33367 0,36164 1,38961 1,41758 0,00000 3,50250 
11,5 8,49307 0,33370 0,36167 1,38964 1,41761 0,00000 3,50263 
11,6 8,49327 0,33373 0,36170 1,38967 1,41765 0,00000 3,50275 
11,7 8,49346 0,33376 0,36173 1,38970 1,41768 0,00000 3,50287 
11,8 8,49363 0,33378 0,36175 1,38973 1,41771 0,00000 3,50297 
11,9 8,49379 0,33380 0,36178 1,38976 1,41773 0,00000 3,50307 
12,0 8,49394 0,33382 0,36180 1,38978 1,41776 0,00000 3,50316 
12,1 8,49408 0,33384 0,36182 1,38980 1,41778 0,00000 3,50324 
12,2 8,49420 0,33386 0,36184 1,38982 1,41780 0,00000 3,50332 
12,3 8,49432 0,33387 0,36186 1,38984 1,41782 0,00000 3,50339 
12,4 8,49443 0,33389 0,36187 1,38986 1,41784 0,00000 3,50345 
12,5 8,49453 0,33390 0,36189 1,38987 1,41786 0,00000 3,50351 
12,6 8,49463 0,33391 0,36190 1,38989 1,41787 0,00000 3,50357 
12,7 8,49471 0,33392 0,36191 1,38990 1,41789 0,00000 3,50362 
12,8 8,49479 0,33393 0,36192 1,38991 1,41790 0,00000 3,50367 
12,9 8,49486 0,33394 0,36193 1,38992 1,41791 0,00000 3,50371 
13,0 8,49493 0,33395 0,36194 1,38993 1,41793 0,00000 3,50376 
13,1 8,49500 0,33396 0,36195 1,38994 1,41794 0,00000 3,50379 
13,2 8,49505 0,33397 0,36196 1,38995 1,41795 0,00000 3,50383 
13,3 8,49511 0,33398 0,36197 1,38996 1,41795 0,00000 3,50386 
13,4 8,49516 0,33398 0,36198 1,38997 1,41796 0,00000 3,50389 
13,5 8,49520 0,33399 0,36198 1,38998 1,41797 0,00000 3,50392 
13,6 8,49525 0,33400 0,36199 1,38998 1,41798 0,00000 3,50395 
13,7 8,49529 0,33400 0,36199 1,38999 1,41798 0,00000 3,50397 
13,8 8,49532 0,33401 0,36200 1,39000 1,41799 0,00000 3,50399 
13,9 8,49535 0,33401 0,36201 1,39000 1,41800 0,00000 3,50401 
14,0 8,49538 0,33401 0,36201 1,39000 1,41800 0,00000 3,50403 
14,1 8,49541 0,33402 0,36201 1,39001 1,41801 0,00000 3,50405 
14,2 8,49544 0,33402 0,36202 1,39001 1,41801 0,00000 3,50406 
14,3 8,49547 0,33402 0,36202 1,39002 1,41801 0,00000 3,50408 
14,4 8,49549 0,33403 0,36202 1,39002 1,41802 0,00000 3,50409 
14,5 8,49551 0,33403 0,36203 1,39002 1,41802 0,00000 3,50410 
14,6 8,49553 0,33403 0,36203 1,39003 1,41802 0,00000 3,50411 
14,7 8,49554 0,33403 0,36203 1,39003 1,41803 0,00000 3,50412 
14,8 8,49556 0,33404 0,36203 1,39003 1,41803 0,00000 3,50413 
14,9 8,49557 0,33404 0,36204 1,39003 1,41803 0,00000 3,50414 
15,0 8,49559 0,33404 0,36204 1,39004 1,41804 0,00000 3,50415 
15,1 8,49560 0,33404 0,36204 1,39004 1,41804 0,00000 3,50416 
15,2 8,49561 0,33404 0,36204 1,39004 1,41804 0,00000 3,50417 
15,3 8,49562 0,33405 0,36204 1,39004 1,41804 0,00000 3,50417 
15,4 8,49563 0,33405 0,36205 1,39004 1,41804 0,00000 3,50418 
15,5 8,49564 0,33405 0,36205 1,39005 1,41804 0,00000 3,50418 
15,6 8,49565 0,33405 0,36205 1,39005 1,41805 0,00000 3,50419 
15,7 8,49566 0,33405 0,36205 1,39005 1,41805 0,00000 3,50419 
15,8 8,49566 0,33405 0,36205 1,39005 1,41805 0,00000 3,50420 
15,9 8,49567 0,33405 0,36205 1,39005 1,41805 0,00000 3,50420 
16,0 8,49568 0,33405 0,36205 1,39005 1,41805 0,00000 3,50421 
16,1 8,49568 0,33405 0,36205 1,39005 1,41805 0,00000 3,50421 
16,2 8,49569 0,33405 0,36205 1,39005 1,41805 0,00000 3,50421 
16,3 8,49569 0,33405 0,36205 1,39005 1,41805 0,00000 3,50422 
16,4 8,49570 0,33406 0,36205 1,39005 1,41805 0,00000 3,50422 
16,5 8,49570 0,33406 0,36206 1,39005 1,41805 0,00000 3,50422 
16,6 8,49571 0,33406 0,36206 1,39006 1,41805 0,00000 3,50422 
16,7 8,49571 0,33406 0,36206 1,39006 1,41806 0,00000 3,50422 
16,8 8,49571 0,33406 0,36206 1,39006 1,41806 0,00000 3,50423 
16,9 8,49572 0,33406 0,36206 1,39006 1,41806 0,00000 3,50423 
17,0 8,49572 0,33406 0,36206 1,39006 1,41806 0,00000 3,50423 
17,1 8,49572 0,33406 0,36206 1,39006 1,41806 0,00000 3,50423 
17,2 8,49572 0,33406 0,36206 1,39006 1,41806 0,00000 3,50423 
17,3 8,49573 0,33406 0,36206 1,39006 1,41806 0,00000 3,50423 
17,4 8,49573 0,33406 0,36206 1,39006 1,41806 0,00000 3,50424 
17,5 8,49573 0,33406 0,36206 1,39006 1,41806 0,00000 3,50424 
17,6 8,49573 0,33406 0,36206 1,39006 1,41806 0,00000 3,50424 
17,7 8,49573 0,33406 0,36206 1,39006 1,41806 0,00000 3,50424 
17,8 8,49573 0,33406 0,36206 1,39006 1,41806 0,00000 3,50424 
17,9 8,49573 0,33406 0,36206 1,39006 1,41806 0,00000 3,50424 
18,0 8,49573 0,33406 0,36206 1,39006 1,41806 0,00000 3,50424 
18,1 8,49574 0,33406 0,36206 1,39006 1,41806 0,00000 3,50424 
18,2 8,49574 0,33406 0,36206 1,39006 1,41806 0,00000 3,50424 
18,3 8,49574 0,33406 0,36206 1,39006 1,41806 0,00000 3,50424 
18,4 8,49574 0,33406 0,36206 1,39006 1,41806 0,00000 3,50424 
18,5 8,49574 0,33406 0,36206 1,39006 1,41806 0,00000 3,50424 
18,6 8,49574 0,33406 0,36206 1,39006 1,41806 0,00000 3,50424 
18,7 8,49574 0,33406 0,36206 1,39006 1,41806 0,00000 3,50424 
18,8 8,49574 0,33406 0,36206 1,39006 1,41806 0,00000 3,50424 
18,9 8,49574 0,33406 0,36206 1,39006 1,41806 0,00000 3,50424 
19,0 8,49574 0,33406 0,36206 1,39006 1,41806 0,00000 3,50424 
19,1 8,49574 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
19,2 8,49574 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
19,3 8,49574 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
19,4 8,49574 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
19,5 8,49574 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
19,6 8,49574 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
19,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
19,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
19,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
20,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
20,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
20,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
20,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
20,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
20,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
20,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
20,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
20,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
20,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
21,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
21,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
21,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
21,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
21,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
21,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
21,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
21,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
21,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
21,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
22,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
22,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
22,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
22,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
22,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
22,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
22,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
22,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
22,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
22,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
23,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
23,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
23,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
23,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
23,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
23,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
23,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
23,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
23,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
23,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
24,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
24,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
24,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
24,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
24,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
24,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
24,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
24,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
24,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
24,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
25,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
25,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
25,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
25,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
25,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
25,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
25,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
25,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
25,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
25,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
26,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
26,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
26,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
26,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
26,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
26,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
26,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
26,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
26,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
26,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
27,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
27,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
27,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
27,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
27,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
27,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
27,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
27,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
27,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
27,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
28,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
28,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
28,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
28,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
28,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
28,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
28,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
28,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
28,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
28,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
29,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
29,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
29,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
29,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
29,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
29,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
29,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
29,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
29,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
29,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
30,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
30,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
30,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
30,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
30,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
30,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
30,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
30,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
30,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
30,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
31,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
31,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
31,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
31,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
31,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
31,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
31,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
31,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
31,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
31,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
32,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
32,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
32,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
32,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
32,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
32,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
32,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
32,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
32,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
32,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
33,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
33,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
33,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
33,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
33,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
33,5 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
33,6 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
33,7 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
33,8 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
33,9 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
34,0 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
34,1 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
34,2 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
34,3 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
34,4 8,49575 0,33406 0,36206 1,39006 1,41806 0,00000 3,50425 
